Seth Lugo,1 (2019),"$591,875.00"
Max Stassi,1 (2019),"$590,100.00"
Mitch Haniger,1 (2019),"$590,100.00"
Zach Eflin,1 (2019),"$590,000.00"
Jameson Taillon,1 (2019),"$587,500.00"
Josh Bell,1 (2019),"$587,000.00"
Brian Anderson,1 (2019),"$585,000.00"
Dansby Swanson,1 (2019),"$585,000.00"
Luke Jackson,1 (2019),"$585,000.00"
Adam Frazier,1 (2019),"$584,000.00"
Trevor Williams,1 (2019),"$584,000.00"
Tony Kemp,1 (2019),"$583,600.00"
Brian Goodwin,1 (2019),"$583,500.00"
Tyler White,1 (2019),"$582,900.00"
Robert Gsellman,1 (2019),"$582,500.00"
Joe Musgrove,1 (2019),"$582,500.00"
Hunter Renfroe,1 (2019),"$582,100.00"
Matt Strahm,1 (2019),"$581,700.00"
Kyle Crick,1 (2019),"$581,500.00"
Edgar Santana,1 (2019),"$581,500.00"
Luke Weaver,1 (2019),"$581,300.00"
Omar Narvaez,1 (2019),"$581,200.00"
Wilmer Difo,1 (2019),"$581,100.00"
Jonathan Holder,1 (2019),"$580,300.00"
Matt Chapman,1 (2019),"$580,000.00"
Jesse Winker,1 (2019),"$580,000.00"
Reynaldo Lopez,1 (2019),"$580,000.00"
Ryon Healy,1 (2019),"$579,800.00"
Colin Moran,1 (2019),"$579,500.00"
Sam Gaviglio,1 (2019),"$579,500.00"
Luke Maile,1 (2019),"$579,000.00"
Luis Cessa,1 (2019),"$578,975.00"
Teoscar Hernandez,1 (2019),"$578,600.00"
Elias Diaz,1 (2019),"$578,500.00"
Mallex Smith,1 (2019),"$578,400.00"
Harrison Bader,1 (2019),"$578,300.00"
Juan Soto,1 (2019),"$578,300.00"
Jakob Junis,1 (2019),"$578,250.00"
Kevin McCarthy,1 (2019),"$578,250.00"
Brad Keller,1 (2019),"$578,175.00"
Hanser Alberto,1 (2019),"$578,000.00"
Chad Kuhl,1 (2019),"$578,000.00"
Domingo German,1 (2019),"$577,500.00"
Ryan Brasier,1 (2019),"$577,500.00"
Manuel Margot,1 (2019),"$577,100.00"
Erik Gonzalez,1 (2019),"$577,000.00"
Matt Grace,1 (2019),"$576,400.00"
Adalberto Mondesi,1 (2019),"$576,000.00"
Amed Rosario,1 (2019),"$575,500.00"
Trey Mancini,1 (2019),"$575,500.00"
Ozzie Albies,1 (2019),"$575,000.00"
Jesse Biddle,1 (2019),"$575,000.00"
Rhys Hoskins,1 (2019),"$575,000.00"
Johan Camargo,1 (2019),"$575,000.00"
Sean Newcomb,1 (2019),"$575,000.00"
Shane Carle,1 (2019),"$575,000.00"
A.J. Minter,1 (2019),"$575,000.00"
Brian Johnson,1 (2019),"$575,000.00"
Kendall Graveman,1 (2019),"$575,000.00"
Yoan Moncada,1 (2019),"$575,000.00"
Max Muncy,1 (2019),"$575,000.00"
Austin Barnes,1 (2019),"$575,000.00"
Scott Alexander,1 (2019),"$575,000.00"
Drew Steckenrider,1 (2019),"$575,000.00"
Mitch Garver,1 (2019),"$575,000.00"
Nick Williams,1 (2019),"$575,000.00"
Brandon Brennan,1 (2019),"$575,000.00"
Luke Bard,1 (2019),"$575,000.00"
Matt Olson,1 (2019),"$575,000.00"
Tyler Naquin,1 (2019),"$574,800.00"
Silvino Bracho,1 (2019),"$574,600.00"
Steven Brault,1 (2019),"$574,500.00"
Mikie Mahtook,1 (2019),"$574,500.00"
Edubray Ramos,1 (2019),"$573,500.00"
Jose Osuna,1 (2019),"$573,500.00"
Luke Voit,1 (2019),"$573,200.00"
Tim Hill,1 (2019),"$573,175.00"
Lucas Giolito,1 (2019),"$573,000.00"
Richard Bleier,1 (2019),"$572,500.00"
Kevan Smith,1 (2019),"$572,500.00"
Jake Cave,1 (2019),"$572,500.00"
Trevor Hildenberger,1 (2019),"$572,500.00"
Keon Broxton,1 (2019),"$571,765.00"
John Gant,1 (2019),"$571,300.00"
Adam Engel,1 (2019),"$571,000.00"
Dylan Covey,1 (2019),"$571,000.00"
Buck Farmer,1 (2019),"$570,800.00"
Jose Alvarado,1 (2019),"$570,600.00"
Max Moroff,1 (2019),"$570,500.00"
Franmil Reyes,1 (2019),"$570,500.00"
Joey Wendle,1 (2019),"$570,400.00"
Daniel R. Robertson,1 (2019),"$570,300.00"
Jorge Alfaro,1 (2019),"$570,000.00"
Walker Buehler,1 (2019),"$570,000.00"
Joey Rickard,1 (2019),"$570,000.00"
Tyler Mahle,1 (2019),"$570,000.00"
Wandy Peralta,1 (2019),"$570,000.00"
Lewis Brinson,1 (2019),"$570,000.00"
Trevor Richards,1 (2019),"$570,000.00"
Ronald Guzman,1 (2019),"$569,500.00"
Victor Caratini,1 (2019),"$569,500.00"
Isiah Kiner-Falefa,1 (2019),"$569,500.00"
John Brebbia,1 (2019),"$569,300.00"
Joe Jimenez,1 (2019),"$569,200.00"
Miguel Castro,1 (2019),"$569,000.00"
Jace Fry,1 (2019),"$569,000.00"
Felix Pena,1 (2019),"$569,000.00"
Noe Ramirez,1 (2019),"$569,000.00"
Nick Kingham,1 (2019),"$569,000.00"
Dovydas Neverauskas,1 (2019),"$569,000.00"
Tyler Austin,1 (2019),"$568,600.00"
Sam Tuivailala,1 (2019),"$568,600.00"
Hector Velazquez,1 (2019),"$568,500.00"
Brent Suter,1 (2019),"$568,300.00"
Tim Mayza,1 (2019),"$568,300.00"
Eric Skoglund,1 (2019),"$568,175.00"
Jeff McNeil,1 (2019),"$567,714.00"
Ben Gamel,1 (2019),"$567,700.00"
Matt Koch,1 (2019),"$567,600.00"
Jacob Barnes,1 (2019),"$567,600.00"
Amir Garrett,1 (2019),"$567,500.00"
Mike Wright,1 (2019),"$567,500.00"
Reyes Moronta,1 (2019),"$567,500.00"
Chris Stratton,1 (2019),"$567,500.00"
Trevor Gott,1 (2019),"$567,500.00"
Drew VerHagen,1 (2019),"$567,400.00"
Hunter Dozier,1 (2019),"$567,225.00"
JaCoby Jones,1 (2019),"$567,100.00"
John Hicks,1 (2019),"$567,100.00"
Daniel Palka,1 (2019),"$567,000.00"
Josh James,1 (2019),"$566,800.00"
Tyler Glasnow,1 (2019),"$566,700.00"
Dinelson Lamet,1 (2019),"$566,700.00"
Framber Valdez,1 (2019),"$566,600.00"
Daniel Stumpf,1 (2019),"$566,600.00"
Orlando Arcia,1 (2019),"$565,700.00"
Pablo Reyes,1 (2019),"$565,500.00"
Ryan Borucki,1 (2019),"$565,200.00"
Joey Lucchesi,1 (2019),"$565,100.00"
Dylan Moore,1 (2019),"$565,000.00"
Dylan Floro,1 (2019),"$565,000.00"
Max Fried,1 (2019),"$565,000.00"
German Marquez,1 (2019),"$565,000.00"
Julio Urias,1 (2019),"$565,000.00"
Bryse Wilson,1 (2019),"$565,000.00"
Kyle Wright,1 (2019),"$565,000.00"
Chad Sobotka,1 (2019),"$565,000.00"
Wes Parsons,1 (2019),"$565,000.00"
Kyle Freeland,1 (2019),"$565,000.00"
Chad Pinder,1 (2019),"$565,000.00"
Tayron Guerrero,1 (2019),"$565,000.00"
Jharel Cotton,1 (2019),"$565,000.00"
Andrew Knapp,1 (2019),"$565,000.00"
Chris Bassitt,1 (2019),"$565,000.00"
Brock Stewart,1 (2019),"$565,000.00"
Robert Stephenson,1 (2019),"$565,000.00"
Alex Reyes,1 (2019),"$564,600.00"
Freddy Peralta,1 (2019),"$564,600.00"
Jordan Luplow,1 (2019),"$564,500.00"
Koda Glover,1 (2019),"$564,300.00"
Ryne Stanek,1 (2019),"$564,200.00"
Drew Robinson,1 (2019),"$564,100.00"
Marco Hernandez,1 (2019),"$564,000.00"
Seranthony Dominguez,1 (2019),"$564,000.00"
Jacob Stallings,1 (2019),"$564,000.00"
Tyler O'Neill,1 (2019),"$564,000.00"
Randy Rosario,1 (2019),"$564,000.00"
Adam Cimber,1 (2019),"$563,800.00"
Taylor Williams,1 (2019),"$563,800.00"
Mike Mayers,1 (2019),"$563,700.00"
Pedro Severino,1 (2019),"$563,500.00"
David Hess,1 (2019),"$563,500.00"
Keynan Middleton,1 (2019),"$563,500.00"
Ryan Yarbrough,1 (2019),"$563,400.00"
Phil Maton,1 (2019),"$562,900.00"
Corbin Burnes,1 (2019),"$562,800.00"
Dalton Pompey,1 (2019),"$562,800.00"
Eric Lauer,1 (2019),"$562,500.00"
Wander Suero,1 (2019),"$562,500.00"
Willy Adames,1 (2019),"$562,400.00"
Chasen Bradford,1 (2019),"$562,300.00"
Jorge Lopez,1 (2019),"$562,250.00"
Jack Flaherty,1 (2019),"$562,100.00"
Renato Nunez,1 (2019),"$562,000.00"
Yairo Munoz,1 (2019),"$562,000.00"
Richard Urena,1 (2019),"$562,000.00"
Yonny Chirinos,1 (2019),"$561,800.00"
David Bote,1 (2019),"$561,500.00"
David Fletcher,1 (2019),"$561,500.00"
Justin Anderson,1 (2019),"$561,500.00"
Diego Castillo,1 (2019),"$561,500.00"
J.D. Davis,1 (2019),"$561,420.00"
Brandon Woodruff,1 (2019),"$561,400.00"
Dereck Rodriguez,1 (2019),"$561,250.00"
Bradley Zimmer,1 (2019),"$561,200.00"
Socrates Brito,1 (2019),"$561,000.00"
Tyler Olson,1 (2019),"$560,900.00"
Adam Kolarek,1 (2019),"$560,800.00"
Jake Bauers,1 (2019),"$560,400.00"
Greg Allen,1 (2019),"$560,400.00"
Miguel Diaz,1 (2019),"$560,400.00"
Wilmer Font,1 (2019),"$560,400.00"
Jose Castillo,1 (2019),"$560,300.00"
Franchy Cordero,1 (2019),"$560,100.00"
Dwight Smith,1 (2019),"$560,100.00"
Thomas Pannone,1 (2019),"$560,100.00"
Ronald Acuna,1 (2019),"$560,000.00"
Carson Kelly,1 (2019),"$560,000.00"
David Dahl,1 (2019),"$560,000.00"
Ryan McMahon,1 (2019),"$560,000.00"
Raimel Tapia,1 (2019),"$560,000.00"
Antonio Senzatela,1 (2019),"$560,000.00"
Jose Rondon,1 (2019),"$560,000.00"
Alex Verdugo,1 (2019),"$560,000.00"
Caleb Ferguson,1 (2019),"$560,000.00"
JT Riddle,1 (2019),"$560,000.00"
Rosell Herrera,1 (2019),"$560,000.00"
Willians Astudillo,1 (2019),"$560,000.00"
Adalberto Mejia,1 (2019),"$560,000.00"
Matt Magill,1 (2019),"$560,000.00"
Gabriel Moya,1 (2019),"$560,000.00"
Daniel Gossett,1 (2019),"$560,000.00"
Frankie Montas,1 (2019),"$560,000.00"
Aaron Brooks,1 (2019),"$560,000.00"
Robert Stock,1 (2019),"$559,500.00"
Christian Walker,1 (2019),"$559,800.00"
Shane Bieber,1 (2019),"$559,600.00"
Billy McKinney,1 (2019),"$559,400.00"
Dominic Smith,1 (2019),"$559,320.00"
Nick Rumbelow,1 (2019),"$559,300.00"
Shawn Armstrong,1 (2019),"$559,100.00"
Dakota Hudson,1 (2019),"$559,100.00"
Victor Alcantara,1 (2019),"$559,100.00"
Andrew Stevenson,1 (2019),"$559,100.00"
Paul Fry,1 (2019),"$559,000.00"
Jimmy Yacabonis,1 (2019),"$559,000.00"
Manny Banuelos,1 (2019),"$559,000.00"
Roman Quinn,1 (2019),"$559,000.00"
Nick Burdi,1 (2019),"$559,000.00"
Danny Jansen,1 (2019),"$558,700.00"
Grayson Greiner,1 (2019),"$558,600.00"
Daniel Vogelbach,1 (2019),"$558,600.00"
Rio Ruiz,1 (2019),"$558,500.00"
Sam Travis,1 (2019),"$558,500.00"
David Freitas,1 (2019),"$558,500.00"
Bobby Wahl,1 (2019),"$558,400.00"
Yandy Diaz,1 (2019),"$558,400.00"
Steven Duggar,1 (2019),"$558,125.00"
Austin Wynns,1 (2019),"$558,000.00"
Jose De Leon,1 (2019),"$558,000.00"
Yohander Mendez,1 (2019),"$558,000.00"
Luke Farrell,1 (2019),"$558,000.00"
Victor Robles,1 (2019),"$557,800.00"
Ryan O'Hearn,1 (2019),"$557,650.00"
Cedric Mullins,1 (2019),"$557,500.00"
Kyle Farmer,1 (2019),"$557,500.00"
Alex Blandino,1 (2019),"$557,500.00"
Taylor Cole,1 (2019),"$557,500.00"
Drew Smith,1 (2019),"$557,500.00"
Nick Martini,1 (2019),"$557,500.00"
Lou Trivino,1 (2019),"$557,500.00"
J.B. Wendelken,1 (2019),"$557,500.00"
Ramon Laureano,1 (2019),"$557,500.00"
Kevin Newman,1 (2019),"$557,500.00"
Michael Reed,1 (2019),"$557,500.00"
Austin Meadows,1 (2019),"$557,400.00"
Stephen Tarpley,1 (2019),"$557,250.00"
Ty Buttrey,1 (2019),"$557,250.00"
Trey Wingenter,1 (2019),"$557,200.00"
Cam Gallagher,1 (2019),"$557,125.00"
Pedro Araujo,1 (2019),"$557,000.00"
Colten Brewer,1 (2019),"$557,000.00"
Garrett Hampson,1 (2019),"$557,000.00"
DJ Johnson,1 (2019),"$557,000.00"
Harrison Musgrave,1 (2019),"$557,000.00"
Mike Tauchman,1 (2019),"$557,000.00"
Jeffrey Springs,1 (2019),"$557,000.00"
Yoan Lopez,1 (2019),"$556,900.00"
Jacob Nix,1 (2019),"$556,800.00"
Anthony Banda,1 (2019),"$556,800.00"
Michael Perez,1 (2019),"$556,700.00"
Mark Zagunis,1 (2019),"$556,500.00"
Caleb Smith,1 (2019),"$556,500.00"
Jalen Beeks,1 (2019),"$556,500.00"
Jonathan Davis,1 (2019),"$556,500.00"
Michael Hermosillo,1 (2019),"$556,500.00"
Christin Stewart,1 (2019),"$556,400.00"
Francisco Mejia,1 (2019),"$556,300.00"
Tomas Nido,1 (2019),"$556,300.00"
Spencer Turnbull,1 (2019),"$556,100.00"
Ryan Burr,1 (2019),"$556,000.00"
Ian Hamilton,1 (2019),"$556,000.00"
Brett Kennedy,1 (2019),"$556,000.00"
Luis Guillorme,1 (2019),"$555,960.00"
Jon Edwards,1 (2019),"$555,900.00"
John Means,1 (2019),"$555,500.00"
Matt Festa,1 (2019),"$555,500.00"
Trevor Oaks,1 (2019),"$555,350.00"
Gerson Bautista,1 (2019),"$555,200.00"
Justin Williams,1 (2019),"$555,100.00"
Troy Tulowitzki,1 (2019),"$555,000.00"
Jordan Hicks,1 (2019),"$555,000.00"
Chris Paddack,1 (2019),"$555,000.00"
Richie Martin,1 (2019),"$555,000.00"
Michael Kopech,1 (2019),"$555,000.00"
Drew Jackson,1 (2019),"$555,000.00"
Eric Stamets,1 (2019),"$555,000.00"
Caleb Frare,1 (2019),"$555,000.00"
Kyle Zimmer,1 (2019),"$555,000.00"
Chris Ellis,1 (2019),"$555,000.00"
Ben Heller,1 (2019),"$555,000.00"
Garrett Cooper,1 (2019),"$555,000.00"
Chad Wallach,1 (2019),"$555,000.00"
Pablo Lopez,1 (2019),"$555,000.00"
Sandy Alcantara,1 (2019),"$555,000.00"
Tyler Kinley,1 (2019),"$555,000.00"
Nick Anderson,1 (2019),"$555,000.00"
Austin Brice,1 (2019),"$555,000.00"
Julian Fernandez,1 (2019),"$555,000.00"
Riley Ferrell,1 (2019),"$555,000.00"
Reed Garrett,1 (2019),"$555,000.00"
Gregory Soto,1 (2019),"$555,000.00"
Travis Bergen,1 (2019),"$555,000.00"
Connor Joe,1 (2019),"$555,000.00"
Scott Heineman,1 (2019),"$555,000.00"
Trent Thornton,1 (2019),"$555,000.00"
Elvis Luciano,1 (2019),"$555,000.00"
Kyle Dowdy,1 (2019),"$555,000.00"
Ryan Cordell,1 (2019),"$555,000.00"
Kyle Bird,1 (2019),"$555,000.00"
Javy Guerra,1 (2019),"$555,000.00"
Fernando Tatis,1 (2019),"$555,000.00"
Dustin Peterson,1 (2019),"$555,000.00"
Pete Alonso,1 (2019),"$555,000.00"
Tim Peterson,1 (2019),"$555,000.00"
Jake Noll,1 (2019),"$555,000.00"
Frank Schwindel,1 (2019),"$555,000.00"
Nick Vincent,1 (2019),"$555,000.00"
Rowdy Tellez,1 (2019),"$555,000.00"
Ildemaro Vargas,1 (2019),"$555,000.00"
Ryne Harper,1 (2019),"$555,000.00"
